Column1,acousticness,album_id,analysis_url,artists_id,available_markets,country,danceability,disc_number,duration_ms,energy,href,id,instrumentalness,key,liveness,loudness,lyrics,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_href,track_name_prev,track_number,uri,valence,type
,0.211,1F5OliwEcMBSGNsXxRC8p4,https://api.spotify.com/v1/audio-analysis/2xEUE2mCaghHy4uYJmITaI,['4Ly0KABsxlx4fNj63zJTrF'],"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",BE,0.625,1.0,212973.0,0.76,https://api.spotify.com/v1/tracks/2xEUE2mCaghHy4uYJmITaI,2xEUE2mCaghHy4uYJmITaI,3.9e-05,4.0,0.187,-3.688,"

Caught in the dark with a sound in my heart
Hiding alone down on the floor
Out of my depth and I'm holding my breath
Don't wanna go outside the door

Paralyzed by my own emotion
Out of my mind, looking for a way out of here, out of here
Terrified and my feet are frozen
Something inside got me wondering is this real?
Is this real?

I'm hearing voices in my head
I don't wanna hear, I don't wanna fear
Say you ain't afraid of nothing
Everybody is scared of something, woo-hoo

Smoke in my chest from my last cigarette
And the dog start to howl at the moon
Black silhouettes gonna haunt me again
Creeping out from the shadows of the room

Paralyzed by my own emotions
Something inside got me wondering is this real?
Is this real?

I'm hearing voices in my head
I don't wanna hear, I don't wanna fear
I'm seeing monsters in my bed
I don't wanna see, I don't wanna fear
Say you ain't afraid of nothing
Everybody is scared of something, woo-hoo

I wanna let you know
I ain't afraid no more
I wanna let you know

I'm hearing voices in my head
I don't wanna hear, I don't wanna fear
I'm seeing monsters in my bed
I don't wanna see, I don't wanna fear, wooh-wooh
I wanna let you know
I wanna let you know
I wanna let you know
Saying you ain't afraid of nothing
Everybody is scared of something, woo-hoo
",0.0,Monsters,emo,52.0,https://p.scdn.co/mp3-preview/ce11a70ff005c2fdcbc0f5ffaaaec15607697279?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0469,89.97,4.0,https://api.spotify.com/v1/tracks/2xEUE2mCaghHy4uYJmITaI,track_38,1.0,spotify:track:2xEUE2mCaghHy4uYJmITaI,0.352,track
,0.0149,23OIssiWfFrUOhNvXaqa3R,https://api.spotify.com/v1/audio-analysis/3Obxz980GJnoElXiPPL5Aq,['66mvkoeTssT7z9uSV0OEy7'],"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",BE,0.554,1.0,134304.0,0.908,https://api.spotify.com/v1/tracks/3Obxz980GJnoElXiPPL5Aq,3Obxz980GJnoElXiPPL5Aq,0.0,9.0,0.262,-3.572,"
When I am 29
When I am 29 I'll start going to therapy
When I am 29
When I am 29 I’ll start going to therapy
I'll make time then
No more excuses
I'll start going to therapy
When I was 24
When I was 24 I was fucking up everything
When I was 24
When I was 24 I was fucking up everything
I had three jobs
And a broken heart
I was fucking up everything
When I was three years old
Don’t remember what I was told
I found empty vodka bottles in your briefcase
When I wasn't even born
Did I deserve the scorn
That I'd get with every year but never ask for
When I am 29
When I am 29 I'll start going to therapy
When I am 29
When I am 29 I'll start going to therapy
I'll make time then
No more excuses
I'll start going to therapy
",1.0,Therapy,emo,39.0,https://p.scdn.co/mp3-preview/1999910abebf034e014ac1e10174b07d03e06551?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0436,105.862,4.0,https://api.spotify.com/v1/tracks/3Obxz980GJnoElXiPPL5Aq,track_30,1.0,spotify:track:3Obxz980GJnoElXiPPL5Aq,0.597,track
,0.365,4t6hjfoEcGaOXLWMha4H0N,https://api.spotify.com/v1/audio-analysis/3rdhZX8fOu65q97OejFQ1U,['1Z1d9w6X8vxMyZvM19a7vy'],"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",FI,0.774,1.0,209481.0,0.575,https://api.spotify.com/v1/tracks/3rdhZX8fOu65q97OejFQ1U,3rdhZX8fOu65q97OejFQ1U,0.0,5.0,0.12,-4.588,"
I miss you
I really fucking miss you, I miss holding you
I miss everything I'm used to
But fuck you
I get it, I’m too negative, I get it, I'm a sedative
I get it I'm a medicine to people like you
I miss you
I really fucking miss you
I can’t stand all of these people tryna ask me what's the issue
But fuck you
I get it, I'm too good for you, I get it,  I'm just loving you
I get it I'm the only one for people like you
I feel it in my stomach, I feel it in my head
I really fucking love you and I wish that I was dead
I feel it in my stomach, I feel it in my head
I really fucking hate you and I wish that I was dead. (2x)
I miss you
I really fucking miss you, I miss kissing you
I miss everything I'm used to
But fuck you
I get it, I'm too sensitive, I get it, I'm too genuine
I get it I’m too venomous to people like you
I miss you
I really fucking miss you
I can’t hold on to myself and just ignore all of my issues
But fuck you
I get it, I'm too personal, I get it, I’m too burnable
I get it I'm too permanent for people to like you
I feel it in my stomach, I feel it in my head
I really fucking love you and I wish that I was dead
I feel it in my stomach, I feel it in my head
I really fucking hate you and I wish that I was dead. (4x)
I miss you
I really fucking miss you (4x)
I feel it in my stomach, I feel it in my head
I really fucking love you and I wish that I was dead. (2x)
I really fucking miss you
I miss you
But fuck you, yeah
",0.0,I Miss You,emo,44.0,https://p.scdn.co/mp3-preview/d71a849f55c1cc111f66c4d3bdec8e7e485d0be1?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.071,110.01,4.0,https://api.spotify.com/v1/tracks/3rdhZX8fOu65q97OejFQ1U,track_13,1.0,spotify:track:3rdhZX8fOu65q97OejFQ1U,0.155,track
,0.0104,1cRVHT6fWzQdEUSjlQkmma,https://api.spotify.com/v1/audio-analysis/6TBDSrE9o2QzcBXUswrDm6,['2cXyPSMdJcGw3t9yNhwTN2'],"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",BE,0.481,1.0,211575.0,0.577,https://api.spotify.com/v1/tracks/6TBDSrE9o2QzcBXUswrDm6,6TBDSrE9o2QzcBXUswrDm6,1.96e-06,9.0,0.127,-7.175,"

My faith is the door to Your world
Your way is the way to freedom
Opposite to what I see
Opposite to what I see

I find you in my wildest dreams
Like a new reality
You are my gravity
You are my gravity

Weightless above the clouds
Love is the sound
I’m falling, I’m falling for You
I’m falling, I’m falling for You
Caught up in Heaven now
Weightless and bound
I’m falling, I’m falling for You
I’m falling, I’m falling for You

Building my life in Your name
Stealing my heart with Your race
I can feel You here with me
I can feel You here with me

I find you in my wildest dreams
Like a new reality
You are my gravity
You are my gravity

Weightless above the clouds
Love is the sound
I’m falling, I’m falling for You
I’m falling, I’m falling for You
Caught up in Heaven now
Weightless and bound
I’m falling, I’m falling for You
I’m falling, I’m falling for You

Sometimes it feels too good to be real
Your love reversed my failure
Now I let go, trust You and know
You hold, You hold my future
Sometimes it feels too good to be real
Your love reversed my failure
Now I let go, trust You and know
You hold, You hold my future

Weightless above the clouds
Love is the sound
I’m falling, I’m falling for You
I’m falling, I’m falling for You
Weightless above the clouds
Love is the sound
I’m falling, I’m falling for You
I’m falling, I’m falling for You
Caught up in Heaven now
Weightless and bound
I’m falling, I’m falling for You
I’m falling, I’m falling for You
",1.0,Weightless,emo,28.0,https://p.scdn.co/mp3-preview/0c5f7a0243d4b49634c97412b29d6cc2ece794dc?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0363,138.166,4.0,https://api.spotify.com/v1/tracks/6TBDSrE9o2QzcBXUswrDm6,track_34,5.0,spotify:track:6TBDSrE9o2QzcBXUswrDm6,0.238,track
,0.000185,20ZLZhtmAf75W9FpG6o7N9,https://api.spotify.com/v1/audio-analysis/0B3pmm6gmlkYgbJ7HRFBGt,['2iT2Fmot4VzWgdOTgp3j9M'],"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",BE,0.51,1.0,156787.0,0.996,https://api.spotify.com/v1/tracks/0B3pmm6gmlkYgbJ7HRFBGt,0B3pmm6gmlkYgbJ7HRFBGt,0.211,9.0,0.0321,-2.636,"

Shut my mouth real tight
There's no proof to find on the earth
And the herd squirms
All the worlds pretend
The dim will defend
And I'll sink to the belly
Of the weak again

Drug the living crowd
When you are dead
Throw my name around

The dumb won't make a sound
When you are dead
Ugly dies face down

Don't make a sound
You don't make a sound
Don't make a sound

They will crawl behind
Your little waist and you spin despite
I lose my mind
All the worlds pretend
One dime to go and
I sink to the belly of the weak again



Don't make a sound
You don't make a sound
And die face down
You say it's vile (x3)
And you're right
",1.0,Face Down,emo,23.0,https://p.scdn.co/mp3-preview/b667a3ef18828ea13b3e59f94e8c1bd0f9b7d3bb?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.167,119.08,4.0,https://api.spotify.com/v1/tracks/0B3pmm6gmlkYgbJ7HRFBGt,track_16,4.0,spotify:track:0B3pmm6gmlkYgbJ7HRFBGt,0.163,track
,0.561,4K1SL6j7HUpio0iK3zcuwd,https://api.spotify.com/v1/audio-analysis/2uFxEoD19haHsZvgTLVtBS,['6W2lyFO79SNpk3ZpF0A2s9'],"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",BE,0.606,1.0,166441.0,0.367,https://api.spotify.com/v1/tracks/2uFxEoD19haHsZvgTLVtBS,2uFxEoD19haHsZvgTLVtBS,0.0,5.0,0.0658,-7.01,"

Soft and smooth with honest love
I could never do enough
To tell you what you mean to me right now
And every time you call me down
And bring me back to solid ground
You're the only one I need around

And you, you're the only one that holds me together
And you, you're my queen, I'll always be your shelter
If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
And you, you're the only one that holds me together

I tell it how it is, I don't jump over no obstacles
I've been out in Southern California working on the low
She was there with me while driving down the backroads
Saying that she love me, usually it's a way that I don't know
I was feeling different, ooh boy, I think I'm sold
See I met a girl, out in Orange County
Southern girl that went west a couple years ago
Took her home, to the South with me
She played my song the whole drive to the radio

If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
You, you're the only one that holds me together
You, you, you, you, you, you're my queen I'll be your shelter

If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
If that ain't love, I don't know what is
",1.0,Only One,emo,20.0,https://p.scdn.co/mp3-preview/c7fc94910bc372b2aeb872bfc91dd1aeecb7fb94?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.355,84.991,4.0,https://api.spotify.com/v1/tracks/2uFxEoD19haHsZvgTLVtBS,track_29,1.0,spotify:track:2uFxEoD19haHsZvgTLVtBS,0.56,track
,0.184,4xsgJS74UkFgI1DE71lnXX,https://api.spotify.com/v1/audio-analysis/3gVDrOZJo1yQmILTT3gOjV,['25tMQOrIU4LlUo6Sv8v5SE'],"['AT', 'BE', 'BG', 'CH', 'CZ', 'DE', 'DK', 'EE', 'ES', 'FI', 'GR', 'HU', 'IL', 'IT', 'LI', 'LT', 'LU', 'LV', 'NL', 'NO', 'PL', 'PT', 'SE', 'SK', 'TR']",FI,0.522,1.0,227782.0,0.585,https://api.spotify.com/v1/tracks/3gVDrOZJo1yQmILTT3gOjV,3gVDrOZJo1yQmILTT3gOjV,0.0,9.0,0.132,-5.382,"

Hold me close
And don't ever let me go
In your heart I found a home
Somewhere I've never been before
No one knows
Just where they wanna go
Live your life in growing old
Simple songs and same old stories

But we could start a fire
We could start a fire

I feel you in my bones, oh oh oh oh oh
From my head down to my toes, oh oh oh oh oh
And I know it's a long way down
While we're caught inbetween
Won't you stay in the middle with me?

I will keep you warm
When the years make you feel cold
I will follow where you go
I'll be there when you're lonely
I know it's strange
Living life in different ways
I swear, I'd give you all my days if I could

'Cause I feel you in my bones, oh oh oh oh oh
From my head down to my toes, oh oh oh oh oh
And I know it's a long way down
While we're caught inbetween
Won't you stay in the middle with me?

Can we rush in?
I know there's no way the lights go out
When you're so far under my skin
I'll breathe you in
Because the thought of ever losing you
Would surely turn my life to blue

I feel you in my bones, oh oh oh oh oh
From my head down to my toes, oh oh oh oh oh
I know it's a long way down
While we're caught inbetween
Won't you stay in the middle with me?
",0.0,The Middle,emo,64.0,https://p.scdn.co/mp3-preview/f00d027c67777c80bfa20f0b2d1999aca0959075?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0409,67.909,4.0,https://api.spotify.com/v1/tracks/3gVDrOZJo1yQmILTT3gOjV,track_17,7.0,spotify:track:3gVDrOZJo1yQmILTT3gOjV,0.347,track
,0.144,27UqZoE1kV6sIV6uQcI28A,https://api.spotify.com/v1/audio-analysis/7JIuqL4ZqkpfGKQhYlrirs,['74XFHRwlV6OrjEM0A2NCMF'],"['AE', 'AR', 'BE', 'BH', 'BO', 'BR', 'CA', 'CL', 'CO', 'CR', 'DK', 'DO', 'DZ', 'EC', 'EG', 'ES', 'FI', 'FR', 'GR', 'GT', 'HK', 'HN', 'ID', 'IL', 'IS', 'IT', 'JO', 'KW', 'LB', 'LU', 'MA', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'OM', 'PA', 'PE', 'PH', 'PT', 'PY', 'QA', 'SA', 'SE', 'SG', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",FI,0.452,1.0,267653.0,0.563,https://api.spotify.com/v1/tracks/7JIuqL4ZqkpfGKQhYlrirs,7JIuqL4ZqkpfGKQhYlrirs,0.0,4.0,0.143,-6.607,"

When I was younger
I saw my daddy cry and curse at the wind
He broke his own heart and I watched
As he tried to reassemble it
And my mama swore that she would
Never let herself forget
And that was the day that I promised
I'd never sing of love if it does not exist

But, darling
You are the only exception
You are the only exception
You are the only exception
You are the only exception

Maybe I know, somewhere
Deep in my soul, that love never lasts
And we've got to find other ways
To make it alone, but keep a straight face
And I've always lived like this
Keeping a comfortable distance
And up until now, I had sworn to myself
That I'm content with loneliness
Because none of it was ever worth the risk

Well, you are the only exception
You are the only exception
You are the only exception
You are the only exception

I've got a tight grip on reality
But I can't, let go of what's in front of me here
I know you're leaving in the morning, when you wake up
Leave me with some kind of proof it's not a dream

You are the only exception
You are the only exception
You are the only exception
You are the only exception
You are the only exception
You are the only exception
You are the only exception
You are the only exception

And I'm on my way to believing
Oh, and I'm on my way to believing
",1.0,The Only Exception,emo,71.0,https://p.scdn.co/mp3-preview/5eaa3e358350b45aa0d84fd72626d2a12d1ed6be?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.0272,137.715,3.0,https://api.spotify.com/v1/tracks/7JIuqL4ZqkpfGKQhYlrirs,track_16,6.0,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,0.209,track
,0.768,2Bh7a25ofdaWARIFxnwMJT,https://api.spotify.com/v1/audio-analysis/5dHYZyavgU0gBjBXDBnZIw,"['2BNVHk103mhpIy5ytlCHTT', '3liWfHRnSkAv6oHHuF1i74']","['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",BE,0.578,1.0,204500.0,0.582,https://api.spotify.com/v1/tracks/5dHYZyavgU0gBjBXDBnZIw,5dHYZyavgU0gBjBXDBnZIw,0.0,1.0,0.115,-6.994,"
J-J-Janax

Scend p'à tut come nu pusher
Cap rasat addò ò meglj barbier
Maronn mij sto mmiezz a vij da ier
Stu motorin vol, frà è 'n aereo
For fà fridd, pare l'Alaska
Simm é scugnizz nat ccà abbasc'
Se fann bell, ccà senz casc
Nuj ncopp é sell ma senza targa
Vuless guardà é stell insiemm'a te
Cu na canna e cu na birr
Mo nun manca niente cchiù
Pens a quand stev sùl
Insiem ai frà ma senz'é te
E si pens a comm stong mo
Non voglio niente cchiù
O cappucc' mij me dà calor, me sent protett
Ncuoll port'addor dei quartier maledett
Ste uaglion hanno sbagliato, so' stat costrett
Pecché chesta vita a loro nun c'ha dat nient
E nient, no nient
Non vogl sent nient e p'o mument pens'a Saliern
Si me portan luntan a te sent l'infiern
Pens'a Saliern

Saliern è sulo a mia pecché l'avit abbandunata
Tant 'e sord nun me cagnano già me l'aggio magnate
Nziem 'e frat nde nuttat scumbinat già 'a criature
Sulamente rint 'e vic ce sentevem sicur

Na na na
Na na na
M'arricord na canzon ca facev na na na
Si ce pens sbatt 'o cor
Sij sinonim 'e calor
Pecché rint a sti lenzol
C'è rimmast sul addor na na na
Na na na
M'arricord na canzon ca facev na na na
Sij ce pens sbatt 'o cor
Sij sinonim 'e calor
Pcché rint a sti lenzol
C'è rimmast sul addor na na na

Sceng pa borz comm a nu mariuol
Teng na scarp fra che è vecchia scuola
'E chistu fumm sient sul addor
A sti caniell 'e mecc a museruol
Nde pann mij tu dimm che faciss
Frat a p loc e a 41 bis
089 segnt o prefiss
A nonn chiagn annanz'ò crocifisso
Enn rimast é viecchj rint é chies
Uagliun a Londr ma 'nsann l'inglese
Fratm ha fatt na buona carrier
È jut for a s' mparà o mestier
Si n'amic sent fridd pront a lu scarfà
S' puort ò passamontagn é nott 'nduorm frà
Chill ca sta latitant e n'ò ponn arrestà
M'hann itt stev int'ò bar doje o tre juorn fa

Che fa, che fa,chesta vita che va, che fa
Ma nuje restamm cà
Na na, na na, ma mo lasc'm stà
Pecché teng che fa
Si n'amic sbaglj pront a perdonà
Ma n'ò facess mai doje vot
Int'ò studio semp insieme
M'arricordo na canzon ca facev na na na

Na na na
Na na na
M'arricord na canzon ca facev na na na
Si ce pens sbatt 'o cor
Sij sinonim 'e calor
Pecché rint a sti lenzol
C'è rimmast sul addor na na na
Na na na
M'arricord na canzon ca facev na na na
Sij ce pens sbatt 'o cor
Sij sinonim 'e calor
Pcché rint a sti lenzol
C'è rimmast sul addor na na na
",0.0,Na Na Na,emo,57.0,https://p.scdn.co/mp3-preview/324f1d65e80ef35a881f622bad1e8f311fe46cb3?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.34,117.196,5.0,https://api.spotify.com/v1/tracks/5dHYZyavgU0gBjBXDBnZIw,track_4,1.0,spotify:track:5dHYZyavgU0gBjBXDBnZIw,0.606,track
,0.0688,0HQ1iqQe3NFFWxs8x4pfJg,https://api.spotify.com/v1/audio-analysis/0V4ZrRpuaXTjhSMvMS62R5,['0inqWv3OS4VpWt691ki8yk'],"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IN', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",FI,0.582,1.0,323667.0,0.85,https://api.spotify.com/v1/tracks/0V4ZrRpuaXTjhSMvMS62R5,0V4ZrRpuaXTjhSMvMS62R5,0.0,7.0,0.0947,-7.578,"
I'm so happy 'cause today
I've found my friends, they're in my head
I'm so ugly, that's OK
'Cause so are you, broke our mirrors
Sunday mornin' is every day
For all I care and I'm not scared
Light my candles in a daze
'Cause I've found God
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
I'm so lonely, that's OK
I shaved my head and I'm not sad
And just maybe I'm to blame
For all I've heard but I'm not sure
I'm so excited, I can't wait
To meet you there and I don't care
I'm so horny, that's OK
My will is good
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I kill you, I'm not gonna crack
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I kill you, I'm not gonna
Crack
I'm so happy 'cause today
I've found my friends, they're in my head
I'm so ugly, that's OK
'Cause so are you, broke our mirrors
Sunday mornin' is every day
For all I care and I'm not scared
Light my candles in a daze
'Cause I've found God
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
Yeah!
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I kill you, I'm not gonna crack
I like it, I'm not gonna crack
I miss you, I'm not gonna crack
I love you, I'm not gonna crack
I kill you, I'm not gonna
Crack
",1.0,Lithium,emo,43.0,https://p.scdn.co/mp3-preview/9779669cbedf41c8778b71fb989885cd0d63a8c0?cid=b3cdb16d0df2409abf6a8f6c2f6c2e0c,0.055,122.218,4.0,https://api.spotify.com/v1/tracks/0V4ZrRpuaXTjhSMvMS62R5,track_54,4.0,spotify:track:0V4ZrRpuaXTjhSMvMS62R5,0.321,track
